Total_Prescription_Items,Total_Wards,Total_Practices,Total_Registered_Patients,BNF_Sections_Analyzed,Prespecified_Significant,Total_Significant,Quarter,Total_Actual_Cost
22695322,178,305,2075632,172,9,26,May-Oct 2025 (6 months),239395149.24600008
